Sequence	Passage	Sign
2887	urn:cts:greekLit:tlg0012.tlg001.msA:24.617	—
2888	urn:cts:greekLit:tlg0012.tlg001.msA:24.624	>
2889	urn:cts:greekLit:tlg0012.tlg001.msA:24.628	>
2890	urn:cts:greekLit:tlg0012.tlg001.msA:24.665	>
2891	urn:cts:greekLit:tlg0012.tlg001.msA:24.666	>
2892	urn:cts:greekLit:tlg0012.tlg001.msA:24.668	>
2893	urn:cts:greekLit:tlg0012.tlg001.msA:24.704	>
2894	urn:cts:greekLit:tlg0012.tlg001.msA:24.721	>
2895	urn:cts:greekLit:tlg0012.tlg001.msA:24.729	>
2896	urn:cts:greekLit:tlg0012.tlg001.msA:24.730	>
2897	urn:cts:greekLit:tlg0012.tlg001.msA:24.735	>
2898	urn:cts:greekLit:tlg0012.tlg001.msA:24.741	>
2899	urn:cts:greekLit:tlg0012.tlg001.msA:24.752	>
2900	urn:cts:greekLit:tlg0012.tlg001.msA:24.753	>
2901	urn:cts:greekLit:tlg0012.tlg001.msA:24.757	>
2902	urn:cts:greekLit:tlg0012.tlg001.msA:24.764	>
2903	urn:cts:greekLit:tlg0012.tlg001.msA:24.765	>
2904	urn:cts:greekLit:tlg0012.tlg001.msA:24.778	>
2905	urn:cts:greekLit:tlg0012.tlg001.msA:24.780	>
